Rank Number,Institution,Country,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score,Global_Region,Overall_Score_Normalized
1,Harvard University,USA,1,1,1,1,1,100.0,America,1.0
2,Massachusetts Institute of Technology,USA,2,4,12,2,11,96.8,America,0.9053254437869822
3,Stanford University,USA,3,10,4,3,4,95.2,America,0.8579881656804734
4,University of Cambridge,United Kingdom,1,2,26,4,14,94.1,Europe,0.8254437869822483
5,University of Oxford,United Kingdom,2,7,28,9,6,93.3,Europe,0.801775147928994
6,Princeton University,USA,4,5,15,8,87,92.7,America,0.7840236686390534
7,University of Pennsylvania,USA,5,16,7,29,12,92.1,America,0.7662721893491122
8,Columbia University,USA,6,12,14,10,15,91.6,America,0.7514792899408282
9,Yale University,USA,7,6,31,14,24,91.2,America,0.7396449704142013
10,University of Chicago,USA,8,8,16,22,50,90.8,America,0.7278106508875739
11,California Institute of Technology,USA,9,3,96,6,94,90.5,America,0.7189349112426036
12,"University of California, Berkeley",USA,10,9,57,5,22,90.2,America,0.7100591715976332
13,University of Tokyo,Japan,1,40,6,121,34,89.9,Asia,0.7011834319526629
14,Cornell University,USA,11,15,32,18,26,89.6,America,0.6923076923076921
15,Northwestern University,USA,12,106,17,32,31,89.4,America,0.6863905325443789
16,"University of Michigan, Ann Arbor",USA,13,34,40,57,9,89.1,America,0.6775147928994081
17,"University of California, Los Angeles",USA,14,33,67,17,16,88.9,America,0.6715976331360948
18,Johns Hopkins University,USA,15,26,204,20,8,88.7,America,0.6656804733727811
19,PSL University,France,1,17,30,123,75,88.5,Europe,0.6597633136094674
20,University College London,United Kingdom,3,43,690,15,7,88.3,Europe,0.6538461538461537
21,Duke University,USA,16,55,48,21,27,88.1,America,0.64792899408284
22,University of Illinois at Urbana–Champaign,USA,17,19,155,11,82,87.9,America,0.6420118343195268
23,University of Toronto,Canada,1,219,157,23,5,87.8,America,0.6390532544378698
24,Kyoto University,Japan,2,39,29,62,90,87.6,Asia,0.633136094674556
25,New York University,USA,18,42,49,40,54,87.5,America,0.6301775147928994
26,University of Washington,USA,19,74,225,24,10,87.3,America,0.6242603550295857
27,McGill University,Canada,2,27,107,48,55,87.2,America,0.6213017751479291
28,Imperial College London,United Kingdom,4,66,137,49,17,87.0,Europe,0.6153846153846153
29,Paris City University,France,2,250,974,64,3,86.9,Europe,0.6124260355029587
30,University of Wisconsin–Madison,USA,20,38,115,34,45,86.8,America,0.6094674556213017
31,Seoul National University,South Korea,1,298,23,157,57,86.6,Asia,0.6035502958579879
32,ETH Zurich,Switzerland,1,65,91,26,43,86.5,Europe,0.6005917159763313
33,"University of California, San Diego",USA,21,114,1473,12,25,86.4,America,0.5976331360946747
34,Paris-Saclay University,France,3,152,134,47,18,86.3,Europe,0.5946745562130177
35,Institut Polytechnique de Paris,France,4,96,8,198,246,86.2,Europe,0.591715976331361
36,University of Texas at Austin,USA,22,92,66,13,68,86.1,America,0.5887573964497039
37,Tsinghua University,China,1,369,50,,13,86.0,Asia,0.5857988165680473
38,University of Copenhagen,Denmark,1,91,385,45,28,85.9,Europe,0.5828402366863906
39,"University of California, San Francisco",USA,23,,1601,16,29,85.8,America,0.5798816568047336
40,University of North Carolina at Chapel Hill,USA,24,80,90,78,40,85.7,America,0.576923076923077
41,Karolinska Institute,Sweden,1,41,,38,60,85.6,Europe,0.5739644970414199
42,King's College London,United Kingdom,5,54,590,27,56,85.5,Europe,0.5710059171597632
43,Sorbonne University,France,5,90,319,91,23,85.4,Europe,0.5680473372781066
44,Peking University,China,2,379,52,,19,85.3,Asia,0.5650887573964496
45,Dartmouth College,USA,25,45,19,109,300,85.2,America,0.562130177514793
46,University of Chinese Academy of Sciences,China,3,,1216,,2,85.1,Asia,0.5591715976331358
47,Washington University in St. Louis,USA,26,118,141,44,51,85.0,America,0.5562130177514792
48,University of British Columbia,Canada,3,112,490,56,35,84.9,America,0.5532544378698226
49,University of Minnesota - Twin Cities,USA,27,83,324,70,37,84.9,America,0.5532544378698226
50,Ludwig Maximilian University of Munich,Germany,1,61,281,60,59,84.8,Europe,0.5502958579881656
51,University of Edinburgh,United Kingdom,6,50,451,68,58,84.7,Europe,0.5473372781065089
52,University of New South Wales,Australia,1,155,124,66,53,84.6,Oceania,0.5443786982248519
53,University of Manchester,United Kingdom,7,109,469,35,62,84.6,Europe,0.5443786982248519
54,University of Southern California,USA,28,252,130,30,79,84.5,America,0.5414201183431953
55,Ohio State University,USA,29,125,295,104,39,84.4,America,0.5384615384615385
56,Vanderbilt University,USA,30,401,89,72,73,84.3,America,0.5355029585798815
57,Pennsylvania State University,USA,31,284,163,59,65,84.3,America,0.5355029585798815
58,Humboldt University of Berlin,Germany,2,72,1423,53,72,84.2,Europe,0.5325443786982249
59,Free University of Berlin,Germany,3,78,1120,46,74,84.1,Europe,0.5295857988165679
60,"University of California, Davis",USA,32,98,513,55,67,84.1,America,0.5295857988165679
61,Shanghai Jiao Tong University,China,4,,118,,21,84.0,Asia,0.5266272189349112
62,University of Zurich,Switzerland,2,94,581,61,69,83.9,Europe,0.5236686390532546
63,Rutgers University,USA,33,221,150,28,100,83.9,America,0.5236686390532546
64,University of Melbourne,Australia,2,142,416,169,30,83.8,Oceania,0.5207100591715975
65,Hebrew University of Jerusalem,Israel,1,28,368,43,210,83.7,Asia,0.5177514792899409
66,Purdue University,USA,34,108,100,83,109,83.7,America,0.5177514792899409
67,University of Texas Southwestern Medical Center,USA,35,37,,39,171,83.6,America,0.5147928994082838
69,Rockefeller University,USA,36,14,,7,530,83.5,America,0.5118343195266272
70,Weizmann Institute of Science,Israel,2,21,1228,31,313,83.4,Asia,0.5088757396449706
71,Brown University,USA,37,76,58,127,150,83.4,America,0.5088757396449706
72,Heidelberg University,Germany,4,138,1074,89,64,83.3,Europe,0.5059171597633135
73,Fudan University,China,6,363,84,,42,83.3,Asia,0.5059171597633135
74,Georgia Institute of Technology,USA,38,337,185,25,126,83.2,America,0.5029585798816568
75,University of Colorado Boulder,USA,39,153,154,54,115,83.1,America,0.4999999999999998
76,University of Virginia,USA,40,324,37,180,146,83.1,America,0.4999999999999998
77,Technical University of Munich,Germany,5,102,433,103,76,83.0,Europe,0.4970414201183432
78,Utrecht University,Netherlands,1,210,553,165,46,83.0,Europe,0.4970414201183432
79,University of Rochester,USA,41,63,71,74,206,82.9,America,0.4940828402366865
80,National University of Singapore,Singapore,1,375,183,,32,82.9,Asia,0.4940828402366865
81,University of Alberta,Canada,4,336,524,71,85,82.8,America,0.4911242603550295
82,"Texas A&M University, College Station",USA,42,,127,77,116,82.8,America,0.4911242603550295
83,University of Amsterdam,Netherlands,2,261,740,209,44,82.7,Europe,0.48816568047337283
84,University of Pittsburgh,USA,43,239,212,273,41,82.7,America,0.48816568047337283
85,University of Basel,Switzerland,3,49,325,63,173,82.6,Europe,0.4852071005917158
86,University of Florida,USA,44,327,355,143,63,82.6,America,0.4852071005917158
87,University of Oslo,Norway,1,113,830,85,96,82.5,Europe,0.48224852071005914
88,Leiden University,Netherlands,3,131,1102,82,95,82.5,Europe,0.48224852071005914
89,"University of California, Irvine",USA,45,404,1232,37,122,82.4,America,0.4792899408284025
90,Australian National University,Australia,3,111,407,33,153,82.4,Oceania,0.4792899408284025
91,Uppsala University,Sweden,2,122,459,79,114,82.3,Europe,0.47633136094674544
92,"University of Maryland, College Park",USA,46,117,360,154,80,82.3,America,0.47633136094674544
93,University of Birmingham,United Kingdom,8,52,506,173,110,82.3,Europe,0.47633136094674544
94,University of Sydney,Australia,4,206,601,,33,82.2,Oceania,0.4733727810650888
95,Sun Yat-sen University,China,7,,328,,36,82.2,Asia,0.4733727810650888
96,University of Science and Technology of China,China,8,,256,,38,82.1,Asia,0.47041420118343175
97,Carnegie Mellon University,USA,47,59,109,42,244,82.1,America,0.47041420118343175
98,Huazhong University of Science and Technology,China,9,,147,,47,82.0,Asia,0.4674556213017751
99,Boston University,USA,48,266,110,203,86,82.0,America,0.4674556213017751
100,Aarhus University,Denmark,2,225,296,133,84,81.9,Europe,0.46449704142011844
101,University of Bristol,United Kingdom,9,201,518,84,111,81.9,Europe,0.46449704142011844
102,University of Arizona,USA,49,525,280,75,117,81.9,America,0.46449704142011844
103,University of Queensland,Australia,5,260,678,249,49,81.8,Oceania,0.4615384615384614
104,University of Groningen,Netherlands,4,268,606,146,78,81.8,Europe,0.4615384615384614
105,KU Leuven,Belgium,1,545,441,251,52,81.7,Europe,0.4585798816568048
106,École Polytechnique Fédérale de Lausanne,Switzerland,4,,95,115,138,81.7,Europe,0.4585798816568048
107,Osaka University,Japan,3,143,73,130,168,81.7,Asia,0.4585798816568048
108,Keio University,Japan,4,549,13,,406,81.6,Asia,0.4556213017751477
109,University of Leeds,United Kingdom,10,136,461,58,145,81.6,Europe,0.4556213017751477
110,University of Göttingen,Germany,6,44,396,116,183,81.5,Europe,0.4526627218934911
111,Erasmus University Rotterdam,Netherlands,5,557,83,278,89,81.5,Europe,0.4526627218934911
112,"University of California, Santa Barbara",USA,50,227,520,19,186,81.5,America,0.4526627218934911
113,National Taiwan University,Taiwan,1,302,43,,143,81.4,Asia,0.44970414201183445
114,University of Utah,USA,51,242,215,142,103,81.4,America,0.44970414201183445
115,University of Geneva,Switzerland,5,69,507,119,140,81.4,Europe,0.44970414201183445
116,University of Texas MD Anderson Cancer Center,USA,52,,,93,106,81.3,America,0.4467455621301774
117,Monash University,Australia,6,,551,,48,81.3,Oceania,0.4467455621301774
118,University of São Paulo,Brazil,1,538,390,190,81,81.2,America,0.44378698224852076
119,University of Bonn,Germany,7,68,438,95,163,81.2,Europe,0.44378698224852076
120,University of Tübingen,Germany,8,56,924,100,178,81.2,Europe,0.44378698224852076
121,Indiana University Bloomington,USA,53,258,104,182,135,81.1,America,0.4408284023668637
122,INSEAD,France,6,,2,,1694,81.1,Europe,0.4408284023668637
123,Nagoya University,Japan,5,64,200,65,228,81.1,Asia,0.4408284023668637
124,University of Montreal,Canada,5,464,538,132,107,81.0,America,0.43786982248520706
125,Sapienza University of Rome,Italy,1,435,470,108,121,81.0,Europe,0.43786982248520706
126,Autonomous University of Barcelona,Spain,1,177,,87,139,81.0,Europe,0.43786982248520706
127,University of Helsinki,Finland,1,205,756,167,99,80.9,Europe,0.4349112426035504
128,Ghent University,Belgium,2,362,564,201,91,80.9,Europe,0.4349112426035504
129,Nanjing University,China,10,491,332,,66,80.9,Asia,0.4349112426035504
130,Lund University,Sweden,3,203,468,175,104,80.8,Europe,0.43195266272189337
131,University of Glasgow,United Kingdom,11,130,460,144,132,80.8,Europe,0.43195266272189337
132,Nanyang Technological University,Singapore,2,,848,,61,80.8,Asia,0.43195266272189337
133,University of Southampton,United Kingdom,12,466,310,120,137,80.7,Europe,0.4289940828402367
134,Emory University,USA,54,474,300,,70,80.7,America,0.4289940828402367
135,Baylor College of Medicine,USA,55,103,,164,130,80.7,America,0.4289940828402367
136,University of Barcelona,Spain,2,229,657,,71,80.6,Europe,0.42603550295857967
137,University of Freiburg,Germany,9,99,234,102,187,80.6,Europe,0.42603550295857967
138,Xi'an Jiaotong University,China,11,,164,,93,80.6,Asia,0.42603550295857967
139,University of Bern,Switzerland,6,164,1025,160,127,80.5,Europe,0.423076923076923
140,Wuhan University,China,12,,331,,77,80.5,Asia,0.423076923076923
141,University of Liverpool,United Kingdom,13,158,491,101,159,80.5,Europe,0.423076923076923
142,Tianjin University,China,13,,112,,112,80.4,Asia,0.4201183431952664
144,University of Colorado Denver | Anschutz Medical Campus,USA,56,,,98,144,80.4,America,0.4201183431952664
145,Institute of Science Tokyo,Japan,6,354,113,76,227,80.3,Asia,0.4171597633136093
146,Xiamen University,China,14,,61,,161,80.3,Asia,0.4171597633136093
147,University of Nottingham,United Kingdom,14,194,573,113,156,80.3,Europe,0.4171597633136093
148,KTH Royal Institute of Technology,Sweden,4,234,47,192,243,80.3,Europe,0.4171597633136093
149,University of Strasbourg,France,7,123,1336,51,230,80.2,Europe,0.4142011834319527
150,Case Western Reserve University,USA,57,67,326,185,179,80.2,America,0.4142011834319527
151,University of Western Australia,Australia,7,248,522,183,134,80.2,Oceania,0.4142011834319527
152,Goethe University Frankfurt,Germany,10,196,788,52,223,80.1,Europe,0.4112426035502956
153,Stockholm University,Sweden,5,173,246,96,192,80.1,Europe,0.4112426035502956
154,Sichuan University,China,15,,1057,,83,80.1,Asia,0.4112426035502956
155,Korea University,South Korea,3,,65,,170,80.0,Asia,0.40828402366863903
156,Tel Aviv University,Israel,3,353,119,,128,80.0,Asia,0.40828402366863903
157,Harbin Institute of Technology,China,16,,533,,92,80.0,Asia,0.40828402366863903
158,Tohoku University,Japan,7,137,139,158,198,80.0,Asia,0.40828402366863903
159,VU Amsterdam,Netherlands,6,,1349,,88,79.9,Europe,0.4053254437869824
160,University of Iowa,USA,58,101,258,188,175,79.9,America,0.4053254437869824
161,University of Hong Kong,China,17,,243,,105,79.9,Asia,0.4053254437869824
162,Central South University,China,18,,276,,102,79.9,Asia,0.4053254437869824
163,Queen Mary University of London,United Kingdom,15,132,764,147,172,79.8,Europe,0.40236686390532533
164,Grenoble Alpes University,France,8,283,1073,252,120,79.8,Europe,0.40236686390532533
165,Michigan State University,USA,59,161,193,,125,79.8,America,0.40236686390532533
166,University of Sheffield,United Kingdom,16,204,659,153,162,79.7,Europe,0.3994082840236687
167,Tongji University,China,19,,180,,124,79.7,Asia,0.3994082840236687
168,Shandong University,China,20,,1098,,97,79.7,Asia,0.3994082840236687
169,Aix-Marseille University,France,9,451,871,,98,79.7,Europe,0.3994082840236687
170,Cardiff University,United Kingdom,17,408,323,92,209,79.6,Europe,0.39644970414201164
171,South China University of Technology,China,21,,229,,119,79.6,Asia,0.39644970414201164
172,Radboud University,Netherlands,7,488,669,290,108,79.6,Europe,0.39644970414201164
173,Newcastle University,United Kingdom,18,506,628,94,197,79.6,Europe,0.39644970414201164
174,Icahn School of Medicine at Mount Sinai,USA,60,,,,101,79.5,America,0.393491124260355
175,University of Gothenburg,Sweden,6,470,510,150,181,79.5,Europe,0.393491124260355
176,Chinese University of Hong Kong,China,22,448,1202,258,129,79.5,Asia,0.393491124260355
177,University of Montpellier,France,10,481,1290,,113,79.5,Europe,0.393491124260355
178,University of Padova,Italy,2,497,1556,,118,79.4,Europe,0.39053254437869833
179,University of Massachusetts Amherst,USA,61,520,301,81,241,79.4,America,0.39053254437869833
180,Rice University,USA,62,75,136,124,294,79.4,America,0.39053254437869833
181,Southeast University,China,23,,768,,123,79.4,Asia,0.39053254437869833
182,Norwegian University of Science and Technology,Norway,2,257,526,67,252,79.3,Europe,0.3875739644970413
183,Tufts University,USA,63,97,76,166,299,79.3,America,0.3875739644970413
184,University of Warwick,United Kingdom,19,443,187,235,180,79.3,Europe,0.3875739644970413
185,Western University,Canada,6,428,69,,216,79.3,America,0.3875739644970413
186,McMaster University,Canada,7,244,896,238,155,79.2,America,0.38461538461538464
187,University of Hamburg,Germany,11,249,557,,131,79.2,Europe,0.38461538461538464
188,Technion – Israel Institute of Technology,Israel,4,87,454,80,291,79.2,Asia,0.38461538461538464
189,Nankai University,China,24,,128,,166,79.2,Asia,0.38461538461538464
190,University of Cologne,Germany,12,323,192,186,203,79.1,Europe,0.3816568047337276
191,University of Milan,Italy,3,486,550,,136,79.1,Europe,0.3816568047337276
192,University of Alabama at Birmingham,USA,64,,1138,207,169,79.1,America,0.3816568047337276
193,Wageningen University & Research,Netherlands,8,265,791,211,177,79.1,Europe,0.3816568047337276
194,Jilin University,China,25,,366,,141,79.0,Asia,0.37869822485207094
195,Sungkyunkwan University,South Korea,4,,275,,148,79.0,Asia,0.37869822485207094
196,Arizona State University,USA,65,457,574,271,158,79.0,America,0.37869822485207094
197,University of Lausanne,Switzerland,7,264,720,141,215,79.0,Europe,0.37869822485207094
198,Brandeis University,USA,66,24,251,50,722,78.9,America,0.37573964497041434
199,University of Vienna,Austria,1,144,529,125,239,78.9,Europe,0.37573964497041434
200,Iowa State University,USA,67,332,122,155,259,78.9,America,0.37573964497041434
201,Hong Kong University of Science and Technology,China,26,,605,140,219,78.9,Asia,0.37573964497041434
202,University of Calgary,Canada,8,,303,,154,78.9,America,0.37573964497041434
203,Hong Kong Polytechnic University,China,27,,354,,149,78.8,Asia,0.37278106508875725
204,University of Bologna,Italy,4,,826,,142,78.8,Europe,0.37278106508875725
205,University of Notre Dame,USA,68,308,38,,341,78.8,America,0.37278106508875725
206,Technical University of Denmark,Denmark,3,211,886,194,200,78.8,Europe,0.37278106508875725
207,University of Connecticut,USA,69,407,394,112,245,78.7,America,0.36982248520710065
208,London School of Hygiene & Tropical Medicine,United Kingdom,20,237,,128,234,78.7,Europe,0.36982248520710065
209,North Carolina State University,USA,70,381,452,178,213,78.7,America,0.36982248520710065
210,"Soochow University, China",China,28,,,,147,78.7,Asia,0.36982248520710065
211,University of Waterloo,Canada,9,,238,225,212,78.7,America,0.36982248520710065
212,Beihang University,China,29,,843,,151,78.6,Asia,0.36686390532544355
213,University of Adelaide,Australia,8,189,965,,160,78.6,Oceania,0.36686390532544355
215,Stony Brook University,USA,71,193,,149,233,78.6,America,0.36686390532544355
216,University of Miami,USA,72,,219,218,220,78.5,America,0.36390532544378695
217,City University of Hong Kong,China,31,,1070,,157,78.5,Asia,0.36390532544378695
218,University of Lisbon,Portugal,1,456,1354,243,185,78.5,Europe,0.36390532544378695
219,Johannes Gutenberg University Mainz,Germany,13,,,163,224,78.5,Europe,0.36390532544378695
220,University of Ottawa,Canada,10,,495,,167,78.5,America,0.36390532544378695
221,Georgetown University,USA,73,387,39,,363,78.4,America,0.3609467455621303
222,University of Münster,Germany,14,385,816,200,214,78.4,Europe,0.3609467455621303
223,Claude Bernard University Lyon 1,France,11,,859,,165,78.4,Europe,0.3609467455621303
224,RWTH Aachen University,Germany,15,524,181,,191,78.4,Europe,0.3609467455621303
225,Paul Sabatier University,France,12,,,,164,78.4,Europe,0.3609467455621303
226,University of Kansas,USA,74,233,525,122,267,78.3,America,0.35798816568047326
227,University of Georgia,USA,75,444,302,168,248,78.3,America,0.35798816568047326
228,Waseda University,Japan,8,343,25,,565,78.3,Asia,0.35798816568047326
229,Beijing Institute of Technology,China,32,,783,,174,78.3,Asia,0.35798816568047326
230,Technical University of Dresden,Germany,16,,1407,,176,78.3,Europe,0.35798816568047326
231,Dalian University of Technology,China,33,,277,,194,78.2,Asia,0.3550295857988166
232,"University of Tennessee, Knoxville",USA,76,455,651,224,222,78.2,America,0.3550295857988166
233,University of Electronic Science and Technology of China,China,34,,631,,182,78.2,Asia,0.3550295857988166
234,University of Würzburg,Germany,17,150,1192,241,229,78.2,Europe,0.3550295857988166
235,Hunan University,China,35,,534,,188,78.2,Asia,0.3550295857988166
236,Institut national du service public,France,13,,3,,,78.1,Europe,0.35207100591715956
237,King Abdullah University of Science and Technology,Saudi Arabia,1,,,105,287,78.1,Asia,0.35207100591715956
238,Université catholique de Louvain,Belgium,3,,607,138,276,78.1,Europe,0.35207100591715956
239,University of Bordeaux,France,14,,1045,,184,78.1,Europe,0.35207100591715956
240,Chongqing University,China,36,,345,,199,78.1,Asia,0.35207100591715956
241,University of Erlangen–Nuremberg,Germany,18,442,824,,189,78.0,Europe,0.3491124260355029
242,University of Turin,Italy,5,247,1158,,195,78.0,Europe,0.3491124260355029
243,University of Naples Federico II,Italy,6,,730,,190,78.0,Europe,0.3491124260355029
244,Kiel University,Germany,19,287,1185,148,275,78.0,Europe,0.3491124260355029
245,Lomonosov Moscow State University,Russia,1,127,401,213,270,78.0,Europe,0.3491124260355029
246,University of Cincinnati,USA,77,519,315,,208,77.9,America,0.34615384615384626
247,Hokkaido University,Japan,9,364,232,170,285,77.9,Asia,0.34615384615384626
248,Charles University in Prague,Czech Republic,1,333,1289,,196,77.9,Europe,0.34615384615384626
249,King Abdulaziz University,Saudi Arabia,2,,1438,,193,77.9,Asia,0.34615384615384626
250,University of Missouri–Columbia,USA,78,445,247,90,350,77.9,America,0.34615384615384626
251,University of Leicester,United Kingdom,21,,1240,97,303,77.8,Europe,0.3431952662721892
252,KAIST,South Korea,5,,142,,235,77.8,Asia,0.3431952662721892
253,Complutense University of Madrid,Spain,3,223,194,228,274,77.8,Europe,0.3431952662721892
254,University of Illinois at Chicago,USA,79,518,818,286,205,77.8,America,0.3431952662721892
255,Shenzhen University,China,37,,797,,201,77.8,Asia,0.3431952662721892
256,Université libre de Bruxelles,Belgium,4,468,422,179,266,77.8,Europe,0.3431952662721892
257,University of Lille,France,15,,,,202,77.7,Europe,0.34023668639053256
258,Karlsruhe Institute of Technology,Germany,20,485,265,,217,77.7,Europe,0.34023668639053256
259,Trinity College Dublin,Ireland,1,214,88,256,318,77.7,Europe,0.34023668639053256
260,Northwestern Polytechnical University,China,38,,558,,211,77.7,Asia,0.34023668639053256
261,University of Exeter,United Kingdom,22,414,892,,204,77.7,Europe,0.34023668639053256
262,University of Texas Health Science Center at Houston,USA,80,,,151,283,77.6,America,0.3372781065088755
263,University of Sussex,United Kingdom,23,120,603,88,383,77.6,Europe,0.3372781065088755
264,Maastricht University,Netherlands,9,,1295,,207,77.6,Europe,0.3372781065088755
265,Kyushu University,Japan,10,251,138,,254,77.6,Asia,0.3372781065088755
266,China Europe International Business School,China,39,,5,,,77.6,Asia,0.3372781065088755
267,University of Houston,USA,81,,182,131,360,77.6,America,0.3372781065088755
268,"University of California, Riverside",USA,82,403,,219,258,77.5,America,0.33431952662721887
269,Delft University of Technology,Netherlands,10,271,456,,226,77.5,Europe,0.33431952662721887
270,Yeshiva University,USA,83,95,,204,307,77.5,America,0.33431952662721887
271,Wake Forest University,USA,84,,70,,343,77.5,America,0.33431952662721887
272,Beijing Normal University,China,40,,1273,,218,77.5,Asia,0.33431952662721887
273,Virginia Commonwealth University,USA,85,,949,126,322,77.4,America,0.33136094674556227
274,University of Florence,Italy,7,,741,,221,77.4,Europe,0.33136094674556227
275,University of Cape Town,South Africa,1,186,201,,253,77.4,Africa,0.33136094674556227
276,Colorado State University,USA,86,463,1464,199,277,77.4,America,0.33136094674556227
277,University of Auckland,New Zealand,1,527,427,,231,77.4,Oceania,0.33136094674556227
278,Leipzig University,Germany,21,215,,215,281,77.4,Europe,0.33136094674556227
279,Oregon Health & Science University,USA,87,,,,225,77.3,America,0.32840236686390517
280,University of Lorraine,France,16,555,496,181,297,77.3,Europe,0.32840236686390517
281,Virginia Tech,USA,88,523,339,,238,77.3,America,0.32840236686390517
282,National Autonomous University of Mexico,Mexico,1,419,1646,244,262,77.3,America,0.32840236686390517
283,University of Reading,United Kingdom,24,104,148,114,466,77.3,Europe,0.32840236686390517
284,George Washington University,USA,89,410,132,,286,77.3,America,0.32840236686390517
285,Medical University of Vienna,Austria,2,,,,232,77.2,Europe,0.3254437869822486
286,University of Genoa,Italy,8,551,1124,253,264,77.2,Europe,0.3254437869822486
287,National and Kapodistrian University of Athens,Greece,1,,580,,240,77.2,Europe,0.3254437869822486
288,University of Pisa,Italy,9,334,1239,,237,77.2,Europe,0.3254437869822486
289,University of Southern Denmark,Denmark,4,,1693,,236,77.2,Europe,0.3254437869822486
290,The Scripps Research Institute,USA,90,,,36,487,77.2,America,0.3254437869822486
291,Oregon State University,USA,91,235,527,223,301,77.1,America,0.3224852071005915
292,University of the Witwatersrand,South Africa,2,218,97,,349,77.1,Africa,0.3224852071005915
293,China Agricultural University,China,41,,1378,,242,77.1,Asia,0.3224852071005915
294,University of Tsukuba,Japan,11,,1620,156,348,77.1,Asia,0.3224852071005915
295,University of Manitoba,Canada,11,335,335,196,335,77.1,America,0.3224852071005915
296,University of Antwerp,Belgium,5,508,423,,256,77.1,Europe,0.3224852071005915
297,University of Liège,Belgium,6,192,1681,106,395,77.0,Europe,0.3195266272189349
298,University of Valencia,Spain,4,,1561,,247,77.0,Europe,0.3195266272189349
299,University College Dublin,Ireland,2,,307,,265,77.0,Europe,0.3195266272189349
300,Peking Union Medical College,China,42,,,,249,77.0,Asia,0.3195266272189349
301,Southern University of Science and Technology,China,43,,,,250,77.0,Asia,0.3195266272189349
302,University of Porto,Portugal,2,553,805,,251,77.0,Europe,0.3195266272189349
303,University of Bergen,Norway,3,300,,,255,76.9,Europe,0.3165680473372782
304,University of Science and Technology Beijing,China,44,,188,,289,76.9,Asia,0.3165680473372782
305,Laval University,Canada,12,536,370,,268,76.9,America,0.3165680473372782
306,Capital Medical University,China,45,,,,257,76.9,Asia,0.3165680473372782
307,Washington State University,USA,92,,1092,184,338,76.9,America,0.3165680473372782
308,Florida State University,USA,93,,509,,269,76.9,America,0.3165680473372782
309,Lanzhou University,China,46,,951,,261,76.9,Asia,0.3165680473372782
310,Autonomous University of Madrid,Spain,5,,1155,,260,76.8,Europe,0.3136094674556212
311,Hanyang University,South Korea,6,,220,,292,76.8,Asia,0.3136094674556212
312,East China Normal University,China,47,,334,,279,76.8,Asia,0.3136094674556212
313,"University of Maryland, Baltimore",USA,94,,,,263,76.8,America,0.3136094674556212
314,University of Technology Sydney,Australia,9,,835,,271,76.8,Oceania,0.3136094674556212
315,University of Duisburg-Essen,Germany,22,,867,,272,76.8,Europe,0.3136094674556212
316,UMass Chan Medical School,USA,95,,,86,446,76.7,America,0.31065088757396453
317,University of Oklahoma,USA,96,,476,,278,76.7,America,0.31065088757396453
318,University of Rennes,France,17,,,,273,76.7,Europe,0.31065088757396453
319,University of East Anglia,United Kingdom,25,93,,174,411,76.7,Europe,0.31065088757396453
320,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russia,2,36,,129,649,76.7,Europe,0.31065088757396453
321,University of Kentucky,USA,97,304,535,,284,76.7,America,0.31065088757396453
322,University at Buffalo,USA,98,492,600,,282,76.7,America,0.31065088757396453
323,University of South Florida,USA,99,,873,,280,76.6,America,0.3076923076923075
324,University of Delaware,USA,100,390,392,170,388,76.6,America,0.3076923076923075
325,Ruhr University Bochum,Germany,23,,455,,290,76.6,Europe,0.3076923076923075
326,King Saud University,Saudi Arabia,3,,364,,295,76.6,Asia,0.3076923076923075
327,University of Pavia,Italy,10,496,909,228,345,76.6,Europe,0.3076923076923075
328,National Yang Ming Chiao Tung University,Taiwan,2,,195,,320,76.6,Asia,0.3076923076923075
329,Curtin University,Australia,10,,1032,,288,76.5,Oceania,0.30473372781065083
330,University of Aberdeen,United Kingdom,26,288,857,159,399,76.5,Europe,0.30473372781065083
331,Federal University of Rio de Janeiro,Brazil,2,504,489,176,393,76.5,America,0.30473372781065083
332,Aalborg University,Denmark,5,,971,,293,76.5,Europe,0.30473372781065083
333,Queen's University,Canada,13,482,372,226,369,76.5,America,0.30473372781065083
334,HEC Paris,France,18,,9,,,76.5,Europe,0.30473372781065083
335,"University of California, Santa Cruz",USA,101,394,1254,275,314,76.5,America,0.30473372781065083
336,Polytechnic University of Milan,Italy,11,426,417,210,377,76.4,Europe,0.3017751479289942
337,University of Nebraska–Lincoln,USA,102,168,358,,326,76.4,America,0.3017751479289942
338,Jinan University,China,48,,654,,298,76.4,Asia,0.3017751479289942
339,East China University of Science and Technology,China,49,,1385,,296,76.4,Asia,0.3017751479289942
340,Northeastern University,USA,103,316,248,,329,76.4,America,0.3017751479289942
341,Macquarie University,Australia,11,,508,,306,76.4,Oceania,0.3017751479289942
342,Nanjing University of Science and Technology,China,50,,546,,304,76.4,Asia,0.3017751479289942
343,Shanghai University,China,51,,1022,,302,76.3,Asia,0.29881656804733714
344,Wayne State University,USA,104,495,440,,317,76.3,America,0.29881656804733714
345,University of York,United Kingdom,27,241,1657,,311,76.3,Europe,0.29881656804733714
346,Friedrich Schiller University Jena,Germany,24,547,,270,339,76.3,Europe,0.29881656804733714
347,University of Milano-Bicocca,Italy,12,,,,305,76.3,Europe,0.29881656804733714
